XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
194254.07612953,3964034.30450404,344,343,172,41.1956110709785
194254.07612953,3964034.30450404,344,346,173,81.0152983920595
194254.07612953,3964034.30450404,344,374,188,276.259242041182
194317.06907327,3964081.28111526,346,344,173,81.0152983920595
194317.06907327,3964081.28111526,346,348,174,146.673970889285
194317.06907327,3964081.28111526,346,378,190,241.709578020939
194455.82116207,3964128.60867767,348,346,174,146.673970889285
194455.82116207,3964128.60867767,348,349,175,241.526477330947
194455.82116207,3964128.60867767,348,352,176,308.743647549441
194455.82116207,3964128.60867767,348,382,192,220.765273296788
194502.30031955,3963891.59659533,349,348,175,241.526477330947
194757.51312106,3964182.32703731,352,348,176,308.743647549441
194757.51312106,3964182.32703731,352,353,177,338.971807707683
194757.51312106,3964182.32703731,352,356,178,163.290113933294
194764.55808158,3963843.42844635,353,352,177,338.971807707683
194920.54262711,3964191.54883022,356,352,178,163.290113933294
194920.54262711,3964191.54883022,356,357,179,202.967333831792
194920.54262711,3964191.54883022,356,360,180,347.952921733155
194920.54262711,3964191.54883022,356,388,195,237.172532433436
194921.53178995,3963988.58390675,357,356,179,202.967333831792
195268.05338255,3964209.08481037,360,356,180,347.952921733155
195268.05338255,3964209.08481037,360,362,17911,87.7304398415615
195355.67483639,3964213.45641203,362,338,181,4665.28956230606
195355.67483639,3964213.45641203,362,360,17911,87.7304398415615
222713.37548061,3964268.65785078,363,285,182,6917.25549001694
222713.37548061,3964268.65785078,363,325,183,4880.43690039849
222713.37548061,3964268.65785078,363,410,205,1691.43314121397
222713.37548061,3964268.65785078,363,451,226,5141.9797606005
194050.91190908,3964279.90078137,367,368,184,15.0865288302514
194065.78476999,3964282.43087233,368,367,184,15.0865288302514
194065.78476999,3964282.43087233,368,370,185,67.7297207756403
194065.78476999,3964282.43087233,368,391,196,331.634635750513
194132.55348433,3964293.79985918,370,368,185,67.7297207756403
194132.55348433,3964293.79985918,370,371,186,230.370990865212
194132.55348433,3964293.79985918,370,374,187,70.7397698594435
194132.55348433,3964293.79985918,370,394,198,327.624829316706
194175.52581693,3964067.47228228,371,370,186,230.370990865212
194202.29079738,3964305.66671252,374,370,187,70.7397698594435
194202.29079738,3964305.66671252,374,344,188,276.259242041182
194202.29079738,3964305.66671252,374,378,189,73.4813912484389
194202.29079738,3964305.66671252,374,398,200,324.624738230176
194274.51242449,3964319.21482819,378,374,189,73.4813912484389
194274.51242449,3964319.21482819,378,346,190,241.709578020939
194274.51242449,3964319.21482819,378,382,191,143.623364744291
194274.51242449,3964319.21482819,378,385,193,73.3781522489909
194415.67399351,3964345.69278752,382,378,191,143.623364744291
194415.67399351,3964345.69278752,382,348,192,220.765273296788
194415.67399351,3964345.69278752,382,388,194,506.377888533475
194415.67399351,3964345.69278752,382,398,201,528.203138693823
194261.58892754,3964391.44596036,385,378,193,73.3781522489909
194915.20855674,3964428.66137277,388,382,194,506.377888533475
194915.20855674,3964428.66137277,388,356,195,237.172532433436
194915.20855674,3964428.66137277,388,419,211,1564.12434868295
194004.65036415,3964608.38196690,391,368,196,331.634635750513
194004.65036415,3964608.38196690,391,394,197,70.6232931409733
194004.65036415,3964608.38196690,391,405,203,737.624096835948
194074.82846831,3964616.29924105,394,391,197,70.6232931409733
194074.82846831,3964616.29924105,394,370,198,327.624829316706
194074.82846831,3964616.29924105,394,398,199,69.9659646621389
194144.22052716,3964625.05529150,398,394,199,69.9659646621389
194144.22052716,3964625.05529150,398,374,200,324.624738230176
194144.22052716,3964625.05529150,398,382,201,528.203138693823
194144.22052716,3964625.05529150,398,442,221,1944.67003983688
199263.97249524,3964822.46068186,403,338,202,1096.46085170194
193305.66067358,3964828.95019343,405,391,203,737.624096835948
193305.66067358,3964828.95019343,405,408,17912,40.9881778095456
193143.94918776,3964894.46007526,407,408,204,133.488656555333
193267.65093231,3964844.28936841,408,407,204,133.488656555333
193267.65093231,3964844.28936841,408,405,17912,40.9881778095456
222922.97942259,3965827.90238053,410,363,205,1691.43314121397
222922.97942259,3965827.90238053,410,433,218,484.528001892188
222922.97942259,3965827.90238053,410,437,220,1328.80693960222
194683.93475371,3965950.34360256,411,412,206,137.742451224979
194683.93475371,3965950.34360256,411,413,207,107.493771538037
194683.93475371,3965950.34360256,411,415,208,105.647263808385
194683.93475371,3965950.34360256,411,428,214,159.758490585415
194549.38520155,3965920.85799787,412,411,206,137.742451224979
194706.86941915,3965845.32497545,413,411,207,107.493771538037
194787.13328425,3965972.95792645,415,411,208,105.647263808385
194787.13328425,3965972.95792645,415,417,209,70.7939606408737
194787.13328425,3965972.95792645,415,419,210,90.0434976234182
194787.13328425,3965972.95792645,415,430,215,267.086332299098
194800.03879342,3965903.35022073,417,415,209,70.7939606408737
194875.08958342,3965992.23280389,419,415,210,90.0434976234182
194875.08958342,3965992.23280389,419,388,211,1564.12434868295
194875.08958342,3965992.23280389,419,430,216,165.587728729096
218643.26685370,3966095.18168195,423,277,212,13493.583681592
218643.26685370,3966095.18168195,423,293,213,7171.91311490084
218643.26685370,3966095.18168195,423,433,217,4279.17362831528
194643.94076853,3966105.01504939,428,411,214,159.758490585415
194871.26892309,3966157.77644907,430,415,215,267.086332299098
