XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
464986.90890326,4974076.75174651,271,287,145,497.070935693113
464820.85345810,4974082.62791684,273,274,137,17.4106660704672
464820.85345810,4974082.62791684,273,271,138,166.301463649055
464820.85345810,4974082.62791684,273,278,140,245.920359555133
464820.85345810,4974082.62791684,273,278,141,254.641016140442
464811.47401887,4974067.95967179,274,273,137,17.4106660704672
464811.47401887,4974067.95967179,274,278,139,435.110519659273
464581.01076951,4974107.80117368,278,274,139,435.110519659273
464581.01076951,4974107.80117368,278,273,140,245.920359555133
464581.01076951,4974107.80117368,278,273,141,254.641016140442
464581.01076951,4974107.80117368,278,287,144,90.7235944813975
464778.72523539,4974112.19764488,284,270,142,349.121464287026
464778.72523539,4974112.19764488,284,286,143,20.7259242303206
464778.72523539,4974112.19764488,284,292,146,238.918160197945
464760.21959618,4974121.53066437,286,284,143,20.7259242303206
464760.21959618,4974121.53066437,286,295,149,184.426054964591
464760.21959618,4974121.53066437,286,295,150,188.845473484512
464760.21959618,4974121.53066437,286,324,163,283.951537850456
464492.39324315,4974126.92067107,287,278,144,90.7235944813975
464492.39324315,4974126.92067107,287,271,145,497.070935693113
464492.39324315,4974126.92067107,287,301,151,239.385494614994
464540.78227078,4974133.76226562,292,284,146,238.918160197945
464540.78227078,4974133.76226562,292,295,148,41.5251051918295
464540.78227078,4974133.76226562,292,310,155,284.001056135132
354714.94569500,4974136.09221906,294,222,147,538.22284086655
354714.94569500,4974136.09221906,294,314,157,714.825197897223
354714.94569500,4974136.09221906,294,332,167,194.778088283997
464581.74520406,4974140.57199825,295,292,148,41.5251051918295
464581.74520406,4974140.57199825,295,286,149,184.426054964591
464581.74520406,4974140.57199825,295,286,150,188.845473484512
464581.74520406,4974140.57199825,295,324,162,126.726174328465
464258.79396955,4974172.76691915,301,287,151,239.385494614994
464258.79396955,4974172.76691915,301,650,13981,144.179679424151
349713.02384731,4974140.82434338,303,304,152,969.933446744739
350660.73843047,4974175.95362842,304,303,152,969.933446744739
350660.73843047,4974175.95362842,304,157,153,4633.55676887332
350660.73843047,4974175.95362842,304,428,214,1915.29609382026
359219.40179104,4971522.59135764,307,308,154,4606.96074491139
355924.33424276,4974176.47068670,308,307,154,4606.96074491139
355924.33424276,4974176.47068670,308,314,161,563.415899797536
355924.33424276,4974176.47068670,308,389,196,877.693731429428
464262.60540425,4974182.53261023,310,292,155,284.001056135132
464262.60540425,4974182.53261023,310,651,13982,142.141161946214
465636.21812122,4974058.79316280,312,269,156,694.204952762133
465636.21812122,4974058.79316280,312,249,13978,94.5098390389397
355416.02470588,4974199.50600556,314,294,157,714.825197897223
355416.02470588,4974199.50600556,314,318,160,55.7078570649218
355416.02470588,4974199.50600556,314,308,161,563.415899797536
465642.98432659,4974060.64537230,315,270,158,649.560588430044
465642.98432659,4974060.64537230,315,254,13979,94.6575834955995
355111.77451979,4974171.38253096,317,318,159,306.016255835423
355406.15734852,4974254.33301166,318,317,159,306.016255835423
355406.15734852,4974254.33301166,318,314,160,55.7078570649218
355406.15734852,4974254.33301166,318,328,164,198.223686895913
464592.52901324,4974266.83851289,324,295,162,126.726174328465
